sid,id,category,polarity
1:5,1:5:0,PHONE#DESIGN_FEATURES,positive
1:13,1:13:0,DISPLAY#QUALITY,positive
1:17,1:17:0,PORTS#CONNECTIVITY,positive
1:20,1:20:0,CPU#OPERATION_PERFORMANCE,positive
2:4,2:4:0,DISPLAY#QUALITY,positive
2:10,2:10:0,PHONE#DESIGN_FEATURES,positive
2:15,2:15:0,MULTIMEDIA_DEVICES#DESIGN_FEATURES,positive
2:16,2:16:0,MULTIMEDIA_DEVICES#QUALITY,positive
2:20,2:20:0,MULTIMEDIA_DEVICES#DESIGN_FEATURES,positive
2:35,2:35:0,POWER_SUPPLY#QUALITY,positive
2:52,2:52:0,SOFTWARE#DESIGN_FEATURES,positive
3:8,3:8:0,HARDWARE#DESIGN_FEATURES,positive
3:9,3:9:0,PHONE#QUALITY,positive
3:13,3:13:0,PHONE#DESIGN_FEATURES,positive
3:23,3:23:0,OS#OPERATION_PERFORMANCE,positive
3:26,3:26:0,SOFTWARE#DESIGN_FEATURES,positive
3:27,3:27:0,PHONE#OPERATION_PERFORMANCE,positive
3:31,3:31:0,SOFTWARE#OPERATION_PERFORMANCE,negative
3:32,3:32:0,PHONE#DESIGN_FEATURES,positive
3:35,3:35:0,OS#DESIGN_FEATURES,positive
3:36,3:36:0,MULTIMEDIA_DEVICES#DESIGN_FEATURES,positive
3:37,3:37:0,SOFTWARE#DESIGN_FEATURES,negative
3:39,3:39:0,SOFTWARE#OPERATION_PERFORMANCE,negative
3:41,3:41:0,MULTIMEDIA_DEVICES#CONNECTIVITY,positive
3:44,3:44:0,PHONE#OPERATION_PERFORMANCE,negative
4:1,4:1:0,DISPLAY#QUALITY,positive
4:2,4:2:0,MULTIMEDIA_DEVICES#DESIGN_FEATURES,positive
4:3,4:3:0,PHONE#DESIGN_FEATURES,positive
4:13,4:13:0,BATTERY#QUALITY,positive
4:18,4:18:0,PHONE#DESIGN_FEATURES,positive
4:25,4:25:0,PHONE#GENERAL,positive
4:27,4:27:0,PHONE#DESIGN_FEATURES,positive
4:28,4:28:0,DISPLAY#QUALITY,positive
4:37,4:37:0,MULTIMEDIA_DEVICES#DESIGN_FEATURES,positive
4:44,4:44:0,PORTS#CONNECTIVITY,positive
4:48,4:48:0,MULTIMEDIA_DEVICES#DESIGN_FEATURES,positive
4:49,4:49:0,HARDWARE#DESIGN_FEATURES,positive
4:59,4:59:0,DISPLAY#QUALITY,positive
4:60,4:60:0,MULTIMEDIA_DEVICES#OPERATION_PERFORMANCE,positive
4:65,4:65:0,DISPLAY#QUALITY,positive
4:66,4:66:0,OS#OPERATION_PERFORMANCE,positive
4:68,4:68:0,DISPLAY#DESIGN_FEATURES,positive
4:76,4:76:0,SOFTWARE#DESIGN_FEATURES,positive
4:79,4:79:0,OS#DESIGN_FEATURES,positive
4:80,4:80:0,OS#DESIGN_FEATURES,positive
4:85,4:85:0,SOFTWARE#DESIGN_FEATURES,positive
6:15,6:15:0,MULTIMEDIA_DEVICES#DESIGN_FEATURES,negative
6:17,6:17:0,MULTIMEDIA_DEVICES#DESIGN_FEATURES,negative
6:25,6:25:0,SUPPORT#USABILITY,negative
6:26,6:26:0,SOFTWARE#DESIGN_FEATURES,negative
6:32,6:32:0,PHONE#OPERATION_PERFORMANCE,negative
6:33,6:33:0,MULTIMEDIA_DEVICES#DESIGN_FEATURES,negative
7:7,7:7:0,DISPLAY#DESIGN_FEATURES,positive
7:18,7:18:0,PHONE#DESIGN_FEATURES,positive
7:42,7:42:0,MULTIMEDIA_DEVICES#OPERATION_PERFORMANCE,positive
7:49,7:49:0,DISPLAY#QUALITY,positive
7:50,7:50:0,DISPLAY#DESIGN_FEATURES,positive
7:60,7:60:0,DISPLAY#QUALITY,positive
7:61,7:61:0,WARRANTY#OPERATION_PERFORMANCE,positive
7:66,7:66:0,SOFTWARE#OPERATION_PERFORMANCE,negative
7:69,7:69:0,BATTERY#DESIGN_FEATURES,negative
7:72,7:72:0,HARDWARE#QUALITY,negative
8:3,8:3:0,DISPLAY#QUALITY,positive
8:15,8:15:0,MULTIMEDIA_DEVICES#OPERATION_PERFORMANCE,positive
8:17,8:17:0,PHONE#OPERATION_PERFORMANCE,positive
8:18,8:18:0,PHONE#CONNECTIVITY,positive
8:20,8:20:0,DISPLAY#QUALITY,positive
8:23,8:23:0,HARDWARE#QUALITY,positive
8:31,8:31:0,DISPLAY#QUALITY,negative
9:32,9:32:0,DISPLAY#DESIGN_FEATURES,negative
9:33,9:33:0,SOFTWARE#DESIGN_FEATURES,positive
9:34,9:34:0,SOFTWARE#OPERATION_PERFORMANCE,negative
9:35,9:35:0,OS#OPERATION_PERFORMANCE,positive
9:47,9:47:0,HARDWARE#QUALITY,positive
9:50,9:50:0,DISPLAY#QUALITY,positive
9:52,9:52:0,MULTIMEDIA_DEVICES#QUALITY,positive
9:54,9:54:0,HARDWARE#QUALITY,negative
9:59,9:59:0,PHONE#OPERATION_PERFORMANCE,negative
9:63,9:63:0,OS#OPERATION_PERFORMANCE,positive
9:64,9:64:0,BATTERY#QUALITY,positive
9:74,9:74:0,SOFTWARE#DESIGN_FEATURES,positive
10:11,10:11:0,KEYBOARD#DESIGN_FEATURES,negative
10:14,10:14:0,KEYBOARD#DESIGN_FEATURES,negative
10:18,10:18:0,PORTS#CONNECTIVITY,negative
10:20,10:20:0,HARDWARE#QUALITY,positive
10:25,10:25:0,MULTIMEDIA_DEVICES#QUALITY,negative
10:33,10:33:0,OS#OPERATION_PERFORMANCE,positive
10:34,10:34:0,PHONE#OPERATION_PERFORMANCE,positive
10:38,10:38:0,MULTIMEDIA_DEVICES#QUALITY,positive
10:40,10:40:0,PHONE#DESIGN_FEATURES,positive
10:50,10:50:0,PHONE#OPERATION_PERFORMANCE,negative
10:61,10:61:0,PHONE#PRICE,positive
11:4,11:4:0,HARDWARE#QUALITY,negative
11:13,11:13:0,OS#GENERAL,negative
11:23,11:23:0,OS#GENERAL,negative
11:29,11:29:0,OS#OPERATION_PERFORMANCE,negative
11:30,11:30:0,OS#OPERATION_PERFORMANCE,negative
11:31,11:31:0,DISPLAY#DESIGN_FEATURES,negative
11:35,11:35:0,HARDWARE#OPERATION_PERFORMANCE,negative
11:39,11:39:0,OS#OPERATION_PERFORMANCE,positive
11:41,11:41:0,CPU#QUALITY,positive
11:42,11:42:0,MEMORY#QUALITY,positive
11:44,11:44:0,SOFTWARE#DESIGN_FEATURES,negative
11:47,11:47:0,DISPLAY#QUALITY,negative
11:51,11:51:0,PHONE#QUALITY,positive
11:55,11:55:0,SOFTWARE#MISCELLANEOUS,negative
11:60,11:60:0,BATTERY#QUALITY,positive
11:64,11:64:0,PHONE#CONNECTIVITY,positive
11:69,11:69:0,DISPLAY#QUALITY,negative
12:3,12:3:0,DISPLAY#QUALITY,positive
12:9,12:9:0,PHONE#DESIGN_FEATURES,negative
12:15,12:15:0,PHONE#DESIGN_FEATURES,positive
12:19,12:19:0,HARDWARE#DESIGN_FEATURES,positive
12:24,12:24:0,PHONE#OPERATION_PERFORMANCE,positive
12:28,12:28:0,PHONE#OPERATION_PERFORMANCE,positive
12:43,12:43:0,DISPLAY#QUALITY,negative
12:44,12:44:0,DISPLAY#QUALITY,negative
12:45,12:45:0,PHONE#DESIGN_FEATURES,negative
12:49,12:49:0,PHONE#DESIGN_FEATURES,positive
12:50,12:50:0,DISPLAY#QUALITY,positive
12:52,12:52:0,BATTERY#QUALITY,positive
12:59,12:59:0,BATTERY#QUALITY,positive
12:69,12:69:0,SOFTWARE#DESIGN_FEATURES,negative
12:74,12:74:0,HARDWARE#DESIGN_FEATURES,positive
13:1,13:1:0,PHONE#PRICE,positive
13:2,13:2:0,CPU#OPERATION_PERFORMANCE,positive
13:7,13:7:0,PHONE#DESIGN_FEATURES,positive
13:16,13:16:0,HARDWARE#DESIGN_FEATURES,negative
13:17,13:17:0,MULTIMEDIA_DEVICES#DESIGN_FEATURES,negative
13:19,13:19:0,PHONE#GENERAL,positive
13:21,13:21:0,PHONE#GENERAL,positive
14:11,14:11:0,DISPLAY#DESIGN_FEATURES,positive
14:15,14:15:0,DISPLAY#DESIGN_FEATURES,positive
14:21,14:21:0,PHONE#QUALITY,positive
14:23,14:23:0,SOFTWARE#OPERATION_PERFORMANCE,positive
14:25,14:25:0,SOFTWARE#DESIGN_FEATURES,positive
14:26,14:26:0,DISPLAY#QUALITY,positive
14:31,14:31:0,OS#DESIGN_FEATURES,positive
14:37,14:37:0,BATTERY#QUALITY,positive
14:45,14:45:0,MULTIMEDIA_DEVICES#OPERATION_PERFORMANCE,positive
14:47,14:47:0,PHONE#QUALITY,positive
15:2,15:2:0,PHONE#DESIGN_FEATURES,positive
15:3,15:3:0,PHONE#DESIGN_FEATURES,positive
15:10,15:10:0,PHONE#DESIGN_FEATURES,positive
15:13,15:13:0,HARDWARE#QUALITY,positive
15:14,15:14:0,POWER_SUPPLY#OPERATION_PERFORMANCE,positive
15:15,15:15:0,BATTERY#OPERATION_PERFORMANCE,negative
15:16,15:16:0,POWER_SUPPLY#OPERATION_PERFORMANCE,positive
15:28,15:28:0,OS#DESIGN_FEATURES,positive
15:30,15:30:0,OS#OPERATION_PERFORMANCE,positive
15:31,15:31:0,OS#DESIGN_FEATURES,positive
15:33,15:33:0,PHONE#DESIGN_FEATURES,positive
15:40,15:40:0,PHONE#DESIGN_FEATURES,negative
15:45,15:45:0,PORTS#QUALITY,negative
15:49,15:49:0,MULTIMEDIA_DEVICES#DESIGN_FEATURES,negative
15:53,15:53:0,BATTERY#OPERATION_PERFORMANCE,negative
15:56,15:56:0,OS#DESIGN_FEATURES,negative
16:6,16:6:0,PHONE#DESIGN_FEATURES,positive
16:7,16:7:0,PHONE#DESIGN_FEATURES,positive
16:16,16:16:0,DISPLAY#DESIGN_FEATURES,positive
16:19,16:19:0,MULTIMEDIA_DEVICES#DESIGN_FEATURES,positive
16:20,16:20:0,MULTIMEDIA_DEVICES#OPERATION_PERFORMANCE,positive
16:21,16:21:0,MULTIMEDIA_DEVICES#OPERATION_PERFORMANCE,positive
16:25,16:25:0,CPU#OPERATION_PERFORMANCE,positive
16:28,16:28:0,SOFTWARE#DESIGN_FEATURES,positive
16:42,16:42:0,OS#DESIGN_FEATURES,positive
16:44,16:44:0,MULTIMEDIA_DEVICES#OPERATION_PERFORMANCE,positive
17:6,17:6:0,SOFTWARE#OPERATION_PERFORMANCE,negative
17:7,17:7:0,SOFTWARE#DESIGN_FEATURES,negative
17:12,17:12:0,PHONE#OPERATION_PERFORMANCE,positive
17:14,17:14:0,SOFTWARE#DESIGN_FEATURES,negative
17:16,17:16:0,MULTIMEDIA_DEVICES#QUALITY,negative
17:18,17:18:0,HARDWARE#QUALITY,negative
17:22,17:22:0,MULTIMEDIA_DEVICES#CONNECTIVITY,negative
17:31,17:31:0,SOFTWARE#OPERATION_PERFORMANCE,negative
17:40,17:40:0,OS#DESIGN_FEATURES,positive
17:43,17:43:0,PHONE#DESIGN_FEATURES,positive
18:8,18:8:0,SOFTWARE#OPERATION_PERFORMANCE,positive
18:9,18:9:0,OS#OPERATION_PERFORMANCE,positive
18:20,18:20:0,PHONE#DESIGN_FEATURES,positive
18:24,18:24:0,PHONE#DESIGN_FEATURES,negative
18:30,18:30:0,SOFTWARE#OPERATION_PERFORMANCE,negative
18:38,18:38:0,SOFTWARE#OPERATION_PERFORMANCE,negative
18:47,18:47:0,DISPLAY#DESIGN_FEATURES,positive
18:48,18:48:0,OS#DESIGN_FEATURES,positive
18:49,18:49:0,MULTIMEDIA_DEVICES#OPERATION_PERFORMANCE,positive
18:53,18:53:0,SOFTWARE#DESIGN_FEATURES,positive
19:4,19:4:0,PHONE#DESIGN_FEATURES,positive
19:5,19:5:0,PHONE#DESIGN_FEATURES,positive
19:6,19:6:0,HARDWARE#DESIGN_FEATURES,positive
19:7,19:7:0,KEYBOARD#DESIGN_FEATURES,positive
19:8,19:8:0,MULTIMEDIA_DEVICES#DESIGN_FEATURES,positive
19:9,19:9:0,PHONE#DESIGN_FEATURES,positive
19:20,19:20:0,MULTIMEDIA_DEVICES#OPERATION_PERFORMANCE,positive
19:25,19:25:0,DISPLAY#OPERATION_PERFORMANCE,positive
19:35,19:35:0,SOFTWARE#DESIGN_FEATURES,positive
19:37,19:37:0,MULTIMEDIA_DEVICES#DESIGN_FEATURES,positive
19:40,19:40:0,SOFTWARE#OPERATION_PERFORMANCE,positive
19:51,19:51:0,SOFTWARE#OPERATION_PERFORMANCE,positive
19:55,19:55:0,BATTERY#OPERATION_PERFORMANCE,negative
19:56,19:56:0,OS#USABILITY,negative
20:9,20:9:0,DISPLAY#OPERATION_PERFORMANCE,positive
20:35,20:35:0,BATTERY#OPERATION_PERFORMANCE,positive
20:45,20:45:0,DISPLAY#QUALITY,positive
21:3,21:3:0,MULTIMEDIA_DEVICES#QUALITY,negative
21:4,21:4:0,HARDWARE#OPERATION_PERFORMANCE,negative
21:7,21:7:0,BATTERY#QUALITY,negative
21:9,21:9:0,MULTIMEDIA_DEVICES#QUALITY,positive
21:10,21:10:0,PHONE#QUALITY,positive
21:12,21:12:0,PHONE#PRICE,negative
22:12,22:12:0,BATTERY#QUALITY,negative
22:15,22:15:0,DISPLAY#DESIGN_FEATURES,positive
22:16,22:16:0,PHONE#OPERATION_PERFORMANCE,positive
22:17,22:17:0,BATTERY#OPERATION_PERFORMANCE,negative
22:31,22:31:0,HARDWARE#QUALITY,negative
22:35,22:35:0,PHONE#OPERATION_PERFORMANCE,negative
23:6,23:6:0,PHONE#DESIGN_FEATURES,positive
23:8,23:8:0,HARDWARE#DESIGN_FEATURES,positive
23:9,23:9:0,DISPLAY#QUALITY,positive
23:12,23:12:0,MULTIMEDIA_DEVICES#QUALITY,positive
23:13,23:13:0,DISPLAY#DESIGN_FEATURES,positive
23:18,23:18:0,CPU#QUALITY,positive
23:20,23:20:0,SOFTWARE#OPERATION_PERFORMANCE,positive
23:23,23:23:0,PHONE#OPERATION_PERFORMANCE,positive
23:27,23:27:0,MULTIMEDIA_DEVICES#OPERATION_PERFORMANCE,positive
23:28,23:28:0,PHONE#OPERATION_PERFORMANCE,positive
23:30,23:30:0,MULTIMEDIA_DEVICES#OPERATION_PERFORMANCE,positive
23:32,23:32:0,MULTIMEDIA_DEVICES#OPERATION_PERFORMANCE,negative
23:35,23:35:0,MULTIMEDIA_DEVICES#DESIGN_FEATURES,positive
23:37,23:37:0,MULTIMEDIA_DEVICES#OPERATION_PERFORMANCE,positive
24:6,24:6:0,PHONE#OPERATION_PERFORMANCE,positive
24:7,24:7:0,PHONE#OPERATION_PERFORMANCE,positive
24:8,24:8:0,DISPLAY#OPERATION_PERFORMANCE,positive
24:9,24:9:0,PHONE#OPERATION_PERFORMANCE,positive
24:10,24:10:0,SOFTWARE#DESIGN_FEATURES,positive
24:15,24:15:0,DISPLAY#OPERATION_PERFORMANCE,positive
24:23,24:23:0,PHONE#OPERATION_PERFORMANCE,positive
24:26,24:26:0,OS#OPERATION_PERFORMANCE,negative
24:28,24:28:0,DISPLAY#QUALITY,negative
24:35,24:35:0,BATTERY#QUALITY,negative
25:2,25:2:0,OS#OPERATION_PERFORMANCE,negative
25:5,25:5:0,DISPLAY#QUALITY,positive
25:9,25:9:0,PHONE#OPERATION_PERFORMANCE,negative
25:18,25:18:0,MULTIMEDIA_DEVICES#OPERATION_PERFORMANCE,negative
25:64,25:64:0,BATTERY#QUALITY,negative
26:9,26:9:0,PHONE#DESIGN_FEATURES,positive
26:11,26:11:0,PHONE#OPERATION_PERFORMANCE,positive
26:12,26:12:0,MULTIMEDIA_DEVICES#QUALITY,positive
27:0,27:0:0,DISPLAY#QUALITY,positive
27:16,27:16:0,MULTIMEDIA_DEVICES#DESIGN_FEATURES,positive
27:19,27:19:0,DISPLAY#QUALITY,positive
27:23,27:23:0,DISPLAY#QUALITY,positive
27:29,27:29:0,PHONE#GENERAL,positive
27:30,27:30:0,OS#DESIGN_FEATURES,positive
27:32,27:32:0,PHONE#OPERATION_PERFORMANCE,positive
27:49,27:49:0,PHONE#OPERATION_PERFORMANCE,positive
28:3,28:3:0,DISPLAY#QUALITY,positive
28:4,28:4:0,DISPLAY#QUALITY,positive
28:5,28:5:0,DISPLAY#QUALITY,positive
28:6,28:6:0,DISPLAY#DESIGN_FEATURES,positive
28:8,28:8:0,SOFTWARE#OPERATION_PERFORMANCE,positive
28:10,28:10:0,OS#DESIGN_FEATURES,positive
28:11,28:11:0,PHONE#DESIGN_FEATURES,negative
28:16,28:16:0,PHONE#OPERATION_PERFORMANCE,positive
28:24,28:24:0,OS#OPERATION_PERFORMANCE,positive
28:25,28:25:0,SOFTWARE#OPERATION_PERFORMANCE,positive
28:26,28:26:0,OS#DESIGN_FEATURES,positive
28:36,28:36:0,KEYBOARD#OPERATION_PERFORMANCE,negative
29:15,29:15:0,DISPLAY#QUALITY,positive
29:19,29:19:0,DISPLAY#QUALITY,positive
29:24,29:24:0,SOFTWARE#OPERATION_PERFORMANCE,positive
29:27,29:27:0,MULTIMEDIA_DEVICES#DESIGN_FEATURES,positive
29:35,29:35:0,OS#DESIGN_FEATURES,negative
29:41,29:41:0,KEYBOARD#DESIGN_FEATURES,negative
29:46,29:46:0,OS#OPERATION_PERFORMANCE,negative
30:4,30:4:0,BATTERY#QUALITY,negative
30:8,30:8:0,MULTIMEDIA_DEVICES#OPERATION_PERFORMANCE,negative
30:9,30:9:0,MULTIMEDIA_DEVICES#QUALITY,negative
30:11,30:11:0,POWER_SUPPLY#QUALITY,negative
31:4,31:4:0,PHONE#DESIGN_FEATURES,negative
31:6,31:6:0,PHONE#GENERAL,negative
32:4,32:4:0,PHONE#DESIGN_FEATURES,positive
32:5,32:5:0,PHONE#DESIGN_FEATURES,positive
32:9,32:9:0,DISPLAY#QUALITY,positive
32:10,32:10:0,DISPLAY#QUALITY,positive
32:13,32:13:0,OS#DESIGN_FEATURES,positive
32:14,32:14:0,SOFTWARE#OPERATION_PERFORMANCE,positive
32:16,32:16:0,MULTIMEDIA_DEVICES#OPERATION_PERFORMANCE,positive
32:17,32:17:0,OS#OPERATION_PERFORMANCE,positive
32:18,32:18:0,MULTIMEDIA_DEVICES#OPERATION_PERFORMANCE,positive
32:19,32:19:0,MULTIMEDIA_DEVICES#OPERATION_PERFORMANCE,positive
32:24,32:24:0,PHONE#DESIGN_FEATURES,negative
32:25,32:25:0,PHONE#DESIGN_FEATURES,negative
32:27,32:27:0,HARDWARE#QUALITY,negative
32:31,32:31:0,PHONE#OPERATION_PERFORMANCE,negative
32:32,32:32:0,KEYBOARD#OPERATION_PERFORMANCE,negative
32:35,32:35:0,SOFTWARE#OPERATION_PERFORMANCE,negative
32:37,32:37:0,DISPLAY#QUALITY,negative
32:38,32:38:0,DISPLAY#DESIGN_FEATURES,negative
32:39,32:39:0,DISPLAY#QUALITY,negative
32:40,32:40:0,SOFTWARE#DESIGN_FEATURES,negative
33:5,33:5:0,DISPLAY#DESIGN_FEATURES,positive
33:6,33:6:0,DISPLAY#QUALITY,positive
33:7,33:7:0,MULTIMEDIA_DEVICES#DESIGN_FEATURES,positive
33:8,33:8:0,SOFTWARE#DESIGN_FEATURES,positive
33:9,33:9:0,OS#OPERATION_PERFORMANCE,positive
33:12,33:12:0,MULTIMEDIA_DEVICES#QUALITY,positive
33:13,33:13:0,PHONE#CONNECTIVITY,positive
33:18,33:18:0,OS#DESIGN_FEATURES,negative
33:21,33:21:0,BATTERY#QUALITY,negative
33:22,33:22:0,SOFTWARE#QUALITY,negative
34:7,34:7:0,PHONE#DESIGN_FEATURES,negative
34:11,34:11:0,PHONE#DESIGN_FEATURES,positive
34:13,34:13:0,DISPLAY#QUALITY,positive
34:24,34:24:0,MULTIMEDIA_DEVICES#OPERATION_PERFORMANCE,negative
34:29,34:29:0,MULTIMEDIA_DEVICES#QUALITY,positive
35:13,35:13:0,BATTERY#QUALITY,negative
35:17,35:17:0,DISPLAY#QUALITY,negative
35:20,35:20:0,CPU#QUALITY,negative
35:21,35:21:0,DISPLAY#QUALITY,negative
35:22,35:22:0,DISPLAY#QUALITY,positive
35:29,35:29:0,OS#OPERATION_PERFORMANCE,positive
35:34,35:34:0,HARDWARE#OPERATION_PERFORMANCE,negative
35:36,35:36:0,DISPLAY#DESIGN_FEATURES,positive
35:37,35:37:0,PHONE#GENERAL,negative
36:15,36:15:0,DISPLAY#DESIGN_FEATURES,positive
36:21,36:21:0,PHONE#OPERATION_PERFORMANCE,positive
36:22,36:22:0,DISPLAY#QUALITY,negative
36:23,36:23:0,PHONE#DESIGN_FEATURES,negative
36:27,36:27:0,PHONE#DESIGN_FEATURES,positive
36:28,36:28:0,DISPLAY#QUALITY,positive
36:30,36:30:0,PHONE#DESIGN_FEATURES,positive
36:32,36:32:0,DISPLAY#QUALITY,positive
36:34,36:34:0,DISPLAY#QUALITY,positive
36:38,36:38:0,CPU#OPERATION_PERFORMANCE,positive
36:39,36:39:0,PHONE#DESIGN_FEATURES,negative
36:56,36:56:0,DISPLAY#QUALITY,positive
36:59,36:59:0,PHONE#OPERATION_PERFORMANCE,negative
36:63,36:63:0,PHONE#OPERATION_PERFORMANCE,negative
36:78,36:78:0,SOFTWARE#OPERATION_PERFORMANCE,negative
